timestamp,corriente
2025-10-08 15:05:00,7.97
2025-10-08 15:10:00,7.64
2025-10-08 15:15:00,7.75
2025-10-08 15:20:00,7.12
2025-10-08 15:25:00,7.12
2025-10-08 15:30:00,7.42
2025-10-08 15:35:00,7.19
2025-10-08 15:40:00,7.12
2025-10-08 15:45:00,7.09
2025-10-08 15:50:00,7.01
2025-10-08 15:55:00,7.06
2025-10-08 16:00:00,7.07
2025-10-08 16:05:00,6.62
2025-10-08 16:10:00,6.63
2025-10-08 16:15:00,6.84
2025-10-08 16:20:00,6.52
2025-10-08 16:25:00,6.69
2025-10-08 16:30:00,6.6
2025-10-08 16:35:00,6.67
2025-10-08 16:40:00,6.28
2025-10-08 16:45:00,5.89
2025-10-08 16:50:00,5.89
2025-10-08 16:55:00,6.3
2025-10-08 17:00:00,5.99
2025-10-08 17:05:00,6.06
2025-10-08 17:10:00,6.07
2025-10-08 17:15:00,5.68
2025-10-08 17:20:00,5.4
2025-10-08 17:25:00,5.69
2025-10-08 17:30:00,5.58
2025-10-08 17:35:00,5.33
2025-10-08 17:40:00,5.22
2025-10-08 17:45:00,4.98
2025-10-08 17:50:00,4.69
2025-10-08 17:55:00,5.23
2025-10-08 18:00:00,4.89
2025-10-08 18:05:00,4.72
2025-10-08 18:10:00,4.69
2025-10-08 18:15:00,4.75
2025-10-08 18:20:00,4.37
2025-10-08 18:25:00,4.39
2025-10-08 18:30:00,4.41
2025-10-08 18:35:00,3.81
2025-10-08 18:40:00,4.45
2025-10-08 18:45:00,3.93
2025-10-08 18:50:00,4.17
2025-10-08 18:55:00,4.33
2025-10-08 19:00:00,3.76
2025-10-08 19:05:00,3.93
2025-10-08 19:10:00,3.52
2025-10-08 19:15:00,3.57
2025-10-08 19:20:00,3.75
2025-10-08 19:25:00,3.46
2025-10-08 19:30:00,3.29
2025-10-08 19:35:00,3.12
2025-10-08 19:40:00,3.26
2025-10-08 19:45:00,3.24
2025-10-08 19:50:00,3.14
2025-10-08 19:55:00,3.21
2025-10-08 20:00:00,3.25
2025-10-08 20:05:00,2.62
2025-10-08 20:10:00,2.83
2025-10-08 20:15:00,2.85
2025-10-08 20:20:00,2.57
2025-10-08 20:25:00,2.35
2025-10-08 20:30:00,2.52
2025-10-08 20:35:00,2.41
2025-10-08 20:40:00,2.11
2025-10-08 20:45:00,2.16
2025-10-08 20:50:00,2.29
2025-10-08 20:55:00,1.87
2025-10-08 21:00:00,1.87
2025-10-08 21:05:00,2.18
2025-10-08 21:10:00,1.83
2025-10-08 21:15:00,1.97
2025-10-08 21:20:00,2.02
2025-10-08 21:25:00,1.74
2025-10-08 21:30:00,1.99
2025-10-08 21:35:00,1.75
2025-10-08 21:40:00,1.66
2025-10-08 21:45:00,1.43
2025-10-08 21:50:00,1.61
2025-10-08 21:55:00,1.92
2025-10-08 22:00:00,1.32
2025-10-08 22:05:00,1.51
2025-10-08 22:10:00,1.68
2025-10-08 22:15:00,1.39
2025-10-08 22:20:00,1.24
2025-10-08 22:25:00,1.59
2025-10-08 22:30:00,1.08
2025-10-08 22:35:00,1.06
2025-10-08 22:40:00,0.83
2025-10-08 22:45:00,1.29
2025-10-08 22:50:00,1.0
2025-10-08 22:55:00,1.29
2025-10-08 23:00:00,1.25
2025-10-08 23:05:00,0.94
2025-10-08 23:10:00,1.21
2025-10-08 23:15:00,1.29
2025-10-08 23:20:00,1.1
2025-10-08 23:25:00,1.26
2025-10-08 23:30:00,1.0
2025-10-08 23:35:00,1.12
2025-10-08 23:40:00,1.07
2025-10-08 23:45:00,0.51
2025-10-08 23:50:00,1.05
2025-10-08 23:55:00,1.04
